CourseID,Year,Month,MonthName,YearMonth,MonthlyEnrollment,MonthlyRevenue,MonthlyTransactionCount,AverageTransactionAmount,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherCount,AvgTeacherExperience,AvgTeacherRating,ExpertiseMatchRate,Quarter,IsQuarterStart,IsQuarterEnd,TimeIndex,PriceBand,DurationBucket,RatingTier,CourseTypeEncoded,CourseLevelEncoded,ExperienceBucket,TeacherRatingScore,TeacherQualityScore,ExpertiseMatchScore,RevenueEfficiency,MonthlyRevenuePerEnrollment,PreviousMonthEnrollment,PreviousMonthRevenue,PreviousMonthTransactionCount,PreviousMonthAverageTransactionAmount,Previous3MonthEnrollmentSum,Previous3MonthRevenueSum,Previous3MonthEnrollment,Previous3MonthRevenue,Previous6MonthEnrollment,Previous6MonthRevenue,EnrollmentGrowthRate,RevenueGrowthRate,HasPreviousMonthData,MonthSin,MonthCos,YearProgress,Category_Artificial Intelligence,Category_Business,Category_Cybersecurity,Category_Data Science,Category_Design,Category_Digital Marketing,Category_Finance,Category_Machine Learning,Category_Marketing,Category_Programming,Category_Project Management,Category_Web Development,PriceBand_Free,PriceBand_High,PriceBand_Low,PriceBand_Medium,Duration_Long,Duration_Medium,Duration_Short,Rating_Excellent,Rating_Good,Rating_Low,Rating_Medium,Experience_High,EnrollmentTarget,RevenueTarget
CR00016,2025,2,February,2025-02,15,0.0,15,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,1,0,0,24302,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.15384615384615374,0.0,1,0.8660254037844386,0.5000000000000001,0.09090909090909091,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,15,0.0
CR00016,2025,3,March,2025-03,9,0.0,9,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,1,0,1,24303,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,15.0,0.0,15.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,-0.4,0.0,1,1.0,6.123233995736766e-17,0.18181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,9,0.0
CR00016,2025,4,April,2025-04,9,0.0,9,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,2,1,0,24304,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,9.0,0.0,9.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,1,0.8660254037844387,-0.4999999999999998,0.2727272727272727,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,9,0.0
CR00016,2025,5,May,2025-05,7,0.0,7,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,2,0,0,24305,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,9.0,0.0,9.0,0.0,33.0,0.0,33.0,0.0,46.0,0.0,-0.2222222222222222,0.0,1,0.49999999999999994,-0.8660254037844387,0.36363636363636365,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,7,0.0
CR00016,2025,6,June,2025-06,11,0.0,11,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,2,0,1,24306,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,7.0,0.0,7.0,0.0,25.0,0.0,25.0,0.0,53.0,0.0,0.5714285714285714,0.0,1,1.2246467991473532e-16,-1.0,0.45454545454545453,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,11,0.0
CR00016,2025,7,July,2025-07,15,0.0,15,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,3,1,0,24307,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,11.0,0.0,11.0,0.0,27.0,0.0,27.0,0.0,64.0,0.0,0.36363636363636354,0.0,1,-0.4999999999999997,-0.8660254037844388,0.5454545454545454,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,15,0.0
CR00016,2025,8,August,2025-08,16,0.0,16,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,3,0,0,24308,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,15.0,0.0,15.0,0.0,33.0,0.0,33.0,0.0,66.0,0.0,0.06666666666666665,0.0,1,-0.8660254037844385,-0.5000000000000004,0.6363636363636364,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,16,0.0
CR00016,2025,9,September,2025-09,14,0.0,14,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,3,0,1,24309,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,16.0,0.0,16.0,0.0,42.0,0.0,42.0,0.0,67.0,0.0,-0.125,0.0,1,-1.0,-1.8369701987210297e-16,0.7272727272727273,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,14,0.0
CR00016,2025,10,October,2025-10,15,0.0,15,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,4,1,0,24310,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,14.0,0.0,14.0,0.0,45.0,0.0,45.0,0.0,72.0,0.0,0.0714285714285714,0.0,1,-0.8660254037844386,0.5000000000000001,0.8181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,15,0.0
CR00016,2025,11,November,2025-11,21,0.0,21,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,4,0,0,24311,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,15.0,0.0,15.0,0.0,45.0,0.0,45.0,0.0,78.0,0.0,0.3999999999999999,0.0,1,-0.5000000000000004,0.8660254037844384,0.9090909090909091,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,21,0.0
CR00016,2025,12,December,2025-12,8,0.0,8,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,4,0,1,24312,Free,Long,Excellent,0,1,High,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,21.0,0.0,21.0,0.0,50.0,0.0,50.0,0.0,92.0,0.0,-0.6190476190476191,0.0,1,-2.4492935982947064e-16,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,0.0
CR00017,2025,1,January,2025-01,15,0.0,15,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,1,1,0,24301,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.49999999999999994,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,15,0.0
CR00017,2025,2,February,2025-02,17,0.0,17,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,1,0,0,24302,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.1333333333333333,0.0,1,0.8660254037844386,0.5000000000000001,0.09090909090909091,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,17,0.0
CR00017,2025,3,March,2025-03,11,0.0,11,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,1,0,1,24303,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,17.0,0.0,17.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,-0.3529411764705882,0.0,1,1.0,6.123233995736766e-17,0.18181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,11,0.0
CR00017,2025,4,April,2025-04,11,0.0,11,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,2,1,0,24304,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,11.0,0.0,11.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,0.0,0.0,1,0.8660254037844387,-0.4999999999999998,0.2727272727272727,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,11,0.0
CR00017,2025,5,May,2025-05,7,0.0,7,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,2,0,0,24305,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,11.0,0.0,11.0,0.0,39.0,0.0,39.0,0.0,54.0,0.0,-0.36363636363636365,0.0,1,0.49999999999999994,-0.8660254037844387,0.36363636363636365,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,7,0.0
CR00017,2025,6,June,2025-06,16,0.0,16,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,2,0,1,24306,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,7.0,0.0,7.0,0.0,29.0,0.0,29.0,0.0,61.0,0.0,1.2857142857142856,0.0,1,1.2246467991473532e-16,-1.0,0.45454545454545453,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,16,0.0
CR00017,2025,7,July,2025-07,8,0.0,8,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,3,1,0,24307,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,16.0,0.0,16.0,0.0,34.0,0.0,34.0,0.0,77.0,0.0,-0.5,0.0,1,-0.4999999999999997,-0.8660254037844388,0.5454545454545454,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,8,0.0
CR00017,2025,8,August,2025-08,18,0.0,18,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,3,0,0,24308,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,8.0,0.0,8.0,0.0,31.0,0.0,31.0,0.0,70.0,0.0,1.25,0.0,1,-0.8660254037844385,-0.5000000000000004,0.6363636363636364,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,18,0.0
CR00017,2025,9,September,2025-09,18,0.0,18,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,3,0,1,24309,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,18.0,0.0,18.0,0.0,42.0,0.0,42.0,0.0,71.0,0.0,0.0,0.0,1,-1.0,-1.8369701987210297e-16,0.7272727272727273,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,18,0.0
CR00017,2025,10,October,2025-10,10,0.0,10,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,4,1,0,24310,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,18.0,0.0,18.0,0.0,44.0,0.0,44.0,0.0,78.0,0.0,-0.4444444444444444,0.0,1,-0.8660254037844386,0.5000000000000001,0.8181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,10,0.0
CR00017,2025,11,November,2025-11,14,0.0,14,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,4,0,0,24311,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,10.0,0.0,10.0,0.0,46.0,0.0,46.0,0.0,77.0,0.0,0.3999999999999999,0.0,1,-0.5000000000000004,0.8660254037844384,0.9090909090909091,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,14,0.0
CR00017,2025,12,December,2025-12,13,0.0,13,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,4,0,1,24312,Free,Medium,Excellent,0,2,High,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,14.0,0.0,14.0,0.0,42.0,0.0,42.0,0.0,84.0,0.0,-0.0714285714285714,0.0,1,-2.4492935982947064e-16,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,13,0.0
CR00018,2025,1,January,2025-01,12,0.0,12,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,1,1,0,24301,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.49999999999999994,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,12,0.0
CR00018,2025,2,February,2025-02,8,0.0,8,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,1,0,0,24302,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,-0.33333333333333337,0.0,1,0.8660254037844386,0.5000000000000001,0.09090909090909091,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,8,0.0
CR00018,2025,3,March,2025-03,12,0.0,12,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,1,0,1,24303,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,8.0,0.0,8.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.5,0.0,1,1.0,6.123233995736766e-17,0.18181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,12,0.0
CR00018,2025,4,April,2025-04,17,0.0,17,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,2,1,0,24304,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,12.0,0.0,12.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,0.41666666666666674,0.0,1,0.8660254037844387,-0.4999999999999998,0.2727272727272727,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,17,0.0
CR00018,2025,5,May,2025-05,15,0.0,15,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,2,0,0,24305,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,17.0,0.0,17.0,0.0,37.0,0.0,37.0,0.0,49.0,0.0,-0.11764705882352944,0.0,1,0.49999999999999994,-0.8660254037844387,0.36363636363636365,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,15,0.0
CR00018,2025,6,June,2025-06,17,0.0,17,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,2,0,1,24306,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,15.0,0.0,15.0,0.0,44.0,0.0,44.0,0.0,64.0,0.0,0.1333333333333333,0.0,1,1.2246467991473532e-16,-1.0,0.45454545454545453,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,17,0.0
CR00018,2025,7,July,2025-07,13,0.0,13,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,3,1,0,24307,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,17.0,0.0,17.0,0.0,49.0,0.0,49.0,0.0,81.0,0.0,-0.23529411764705888,0.0,1,-0.4999999999999997,-0.8660254037844388,0.5454545454545454,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,13,0.0
CR00018,2025,8,August,2025-08,16,0.0,16,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,3,0,0,24308,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,13.0,0.0,13.0,0.0,45.0,0.0,45.0,0.0,82.0,0.0,0.23076923076923084,0.0,1,-0.8660254037844385,-0.5000000000000004,0.6363636363636364,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,16,0.0
CR00018,2025,9,September,2025-09,13,0.0,13,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,3,0,1,24309,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,16.0,0.0,16.0,0.0,46.0,0.0,46.0,0.0,90.0,0.0,-0.1875,0.0,1,-1.0,-1.8369701987210297e-16,0.7272727272727273,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,13,0.0
CR00018,2025,10,October,2025-10,15,0.0,15,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,4,1,0,24310,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,13.0,0.0,13.0,0.0,42.0,0.0,42.0,0.0,91.0,0.0,0.15384615384615374,0.0,1,-0.8660254037844386,0.5000000000000001,0.8181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,15,0.0
CR00018,2025,11,November,2025-11,14,0.0,14,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,4,0,0,24311,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,15.0,0.0,15.0,0.0,44.0,0.0,44.0,0.0,89.0,0.0,-0.06666666666666665,0.0,1,-0.5000000000000004,0.8660254037844384,0.9090909090909091,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,14,0.0
CR00018,2025,12,December,2025-12,11,0.0,11,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,4,0,1,24312,Free,Medium,Medium,0,2,High,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,14.0,0.0,14.0,0.0,42.0,0.0,42.0,0.0,88.0,0.0,-0.2142857142857143,0.0,1,-2.4492935982947064e-16,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,11,0.0
CR00019,2025,1,January,2025-01,15,0.0,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,1,1,0,24301,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.49999999999999994,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,15,0.0
CR00019,2025,2,February,2025-02,9,0.0,9,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,1,0,0,24302,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,-0.4,0.0,1,0.8660254037844386,0.5000000000000001,0.09090909090909091,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,9,0.0
CR00019,2025,3,March,2025-03,15,0.0,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,1,0,1,24303,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,9.0,0.0,9.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.6666666666666667,0.0,1,1.0,6.123233995736766e-17,0.18181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,15,0.0
CR00019,2025,4,April,2025-04,13,0.0,13,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,2,1,0,24304,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,15.0,0.0,15.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,-0.1333333333333333,0.0,1,0.8660254037844387,-0.4999999999999998,0.2727272727272727,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,13,0.0
CR00019,2025,5,May,2025-05,20,0.0,20,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,2,0,0,24305,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,13.0,0.0,13.0,0.0,37.0,0.0,37.0,0.0,52.0,0.0,0.5384615384615385,0.0,1,0.49999999999999994,-0.8660254037844387,0.36363636363636365,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,20,0.0
CR00019,2025,6,June,2025-06,20,0.0,20,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,2,0,1,24306,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,20.0,0.0,20.0,0.0,48.0,0.0,48.0,0.0,72.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0,0.45454545454545453,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,20,0.0
CR00019,2025,7,July,2025-07,15,0.0,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,3,1,0,24307,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,20.0,0.0,20.0,0.0,53.0,0.0,53.0,0.0,92.0,0.0,-0.25,0.0,1,-0.4999999999999997,-0.8660254037844388,0.5454545454545454,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,15,0.0
CR00019,2025,8,August,2025-08,12,0.0,12,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,3,0,0,24308,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,15.0,0.0,15.0,0.0,55.0,0.0,55.0,0.0,92.0,0.0,-0.19999999999999996,0.0,1,-0.8660254037844385,-0.5000000000000004,0.6363636363636364,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,12,0.0
CR00019,2025,9,September,2025-09,14,0.0,14,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,3,0,1,24309,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,12.0,0.0,12.0,0.0,47.0,0.0,47.0,0.0,95.0,0.0,0.16666666666666674,0.0,1,-1.0,-1.8369701987210297e-16,0.7272727272727273,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,14,0.0
CR00019,2025,10,October,2025-10,13,0.0,13,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,4,1,0,24310,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,14.0,0.0,14.0,0.0,41.0,0.0,41.0,0.0,94.0,0.0,-0.0714285714285714,0.0,1,-0.8660254037844386,0.5000000000000001,0.8181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,13,0.0
CR00019,2025,11,November,2025-11,16,0.0,16,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,4,0,0,24311,Free,Medium,Medium,0,2,High,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,13.0,0.0,13.0,0.0,39.0,0.0,39.0,0.0,94.0,0.0,0.23076923076923084,0.0,1,-0.5000000000000004,0.8660254037844384,0.9090909090909091,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,16,0.0
