TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,Year,Month,MonthName,Quarter,Day,DayOfWeek,DayName
TT00606,U01033,CR00010,2025-06-23,0.0,Bank Transfer,TC00040,2025,6,June,2,23,0,Monday
TT00607,U01033,CR00004,2025-04-08,0.0,PayPal,TC00042,2025,4,April,2,8,1,Tuesday
TT00608,U01034,CR00021,2025-05-08,0.0,Bank Transfer,TC00040,2025,5,May,2,8,3,Thursday
TT00609,U01034,CR00055,2025-03-25,57.32,PayPal,TC00042,2025,3,March,1,25,1,Tuesday
TT00610,U01034,CR00016,2025-01-29,0.0,Bank Transfer,TC00042,2025,1,January,1,29,2,Wednesday
TT00611,U01066,CR00030,2025-11-20,0.0,Bank Transfer,TC00042,2025,11,November,4,20,3,Thursday
TT00612,U01066,CR00038,2025-06-04,342.61,PayPal,TC00040,2025,6,June,2,4,2,Wednesday
TT00613,U01066,CR00040,2025-01-30,327.99,Credit Card,TC00040,2025,1,January,1,30,3,Thursday
TT00614,U01066,CR00017,2025-12-02,0.0,Credit Card,TC00042,2025,12,December,4,2,1,Tuesday
TT00615,U01066,CR00005,2025-01-18,0.0,PayPal,TC00040,2025,1,January,1,18,5,Saturday
TT00616,U01079,CR00018,2025-03-13,0.0,Bank Transfer,TC00040,2025,3,March,1,13,3,Thursday
TT00617,U01079,CR00021,2025-04-15,0.0,PayPal,TC00042,2025,4,April,2,15,1,Tuesday
TT00618,U01079,CR00043,2025-01-16,0.0,PayPal,TC00040,2025,1,January,1,16,3,Thursday
TT00619,U01083,CR00006,2025-05-01,276.37,Bank Transfer,TC00040,2025,5,May,2,1,3,Thursday
TT00620,U01083,CR00047,2025-11-03,89.59,Credit Card,TC00042,2025,11,November,4,3,0,Monday
TT00621,U01083,CR00039,2025-01-13,346.71,Bank Transfer,TC00042,2025,1,January,1,13,0,Monday
TT00622,U01083,CR00057,2025-01-09,177.34,Credit Card,TC00042,2025,1,January,1,9,3,Thursday
TT00623,U01083,CR00008,2025-11-09,0.0,Bank Transfer,TC00042,2025,11,November,4,9,6,Sunday
TT00624,U01084,CR00008,2025-07-18,0.0,PayPal,TC00042,2025,7,July,3,18,4,Friday
TT00625,U01084,CR00048,2025-02-25,0.0,Bank Transfer,TC00042,2025,2,February,1,25,1,Tuesday
TT00626,U01084,CR00036,2025-02-16,0.0,Credit Card,TC00042,2025,2,February,1,16,6,Sunday
TT00627,U01084,CR00057,2025-09-09,177.34,Credit Card,TC00040,2025,9,September,3,9,1,Tuesday
TT00628,U01092,CR00001,2025-05-18,472.28,PayPal,TC00042,2025,5,May,2,18,6,Sunday
TT00629,U01092,CR00007,2025-03-03,0.0,Credit Card,TC00042,2025,3,March,1,3,0,Monday
TT00630,U01092,CR00013,2025-11-30,0.0,Credit Card,TC00040,2025,11,November,4,30,6,Sunday
TT00631,U01092,CR00026,2025-12-02,0.0,Bank Transfer,TC00042,2025,12,December,4,2,1,Tuesday
TT00632,U01096,CR00028,2025-03-04,0.78,Credit Card,TC00042,2025,3,March,1,4,1,Tuesday
TT00633,U01096,CR00021,2025-12-21,0.0,Credit Card,TC00042,2025,12,December,4,21,6,Sunday
TT00634,U01096,CR00048,2025-01-17,0.0,PayPal,TC00042,2025,1,January,1,17,4,Friday
TT00635,U01096,CR00052,2025-02-08,0.0,PayPal,TC00042,2025,2,February,1,8,5,Saturday
TT00636,U01096,CR00043,2025-10-27,0.0,Credit Card,TC00042,2025,10,October,4,27,0,Monday
TT00637,U01123,CR00013,2025-03-30,0.0,Credit Card,TC00042,2025,3,March,1,30,6,Sunday
TT00638,U01123,CR00031,2025-05-15,0.0,PayPal,TC00040,2025,5,May,2,15,3,Thursday
TT00639,U01123,CR00044,2025-07-02,119.04,Bank Transfer,TC00040,2025,7,July,3,2,2,Wednesday
TT00640,U01123,CR00005,2025-02-21,0.0,Bank Transfer,TC00042,2025,2,February,1,21,4,Friday
TT00641,U01123,CR00010,2025-10-13,0.0,PayPal,TC00040,2025,10,October,4,13,0,Monday
TT00642,U01143,CR00030,2025-06-29,0.0,Credit Card,TC00042,2025,6,June,2,29,6,Sunday
TT00643,U01143,CR00033,2025-06-26,0.0,PayPal,TC00040,2025,6,June,2,26,3,Thursday
TT00644,U01143,CR00052,2025-06-01,0.0,PayPal,TC00042,2025,6,June,2,1,6,Sunday
TT00645,U01143,CR00054,2025-03-13,0.0,PayPal,TC00042,2025,3,March,1,13,3,Thursday
TT00646,U01143,CR00006,2025-03-14,276.37,Bank Transfer,TC00042,2025,3,March,1,14,4,Friday
TT00647,U01146,CR00029,2025-11-24,0.0,PayPal,TC00042,2025,11,November,4,24,0,Monday
TT00648,U01146,CR00004,2025-08-04,0.0,Credit Card,TC00042,2025,8,August,3,4,0,Monday
TT00649,U01146,CR00014,2025-05-28,0.0,Bank Transfer,TC00040,2025,5,May,2,28,2,Wednesday
TT00650,U01151,CR00049,2025-01-09,415.51,PayPal,TC00040,2025,1,January,1,9,3,Thursday
TT00651,U01151,CR00039,2025-08-13,346.71,PayPal,TC00040,2025,8,August,3,13,2,Wednesday
TT00652,U01151,CR00003,2025-04-16,0.0,PayPal,TC00042,2025,4,April,2,16,2,Wednesday
TT00653,U01151,CR00031,2025-12-29,0.0,Bank Transfer,TC00040,2025,12,December,4,29,0,Monday
TT00654,U01158,CR00034,2025-09-18,394.26,Credit Card,TC00040,2025,9,September,3,18,3,Thursday
TT00655,U01158,CR00059,2025-12-11,0.0,PayPal,TC00042,2025,12,December,4,11,3,Thursday
TT00656,U01158,CR00033,2025-03-14,0.0,PayPal,TC00040,2025,3,March,1,14,4,Friday
TT00657,U01163,CR00006,2025-10-02,276.37,Bank Transfer,TC00040,2025,10,October,4,2,3,Thursday
TT00658,U01163,CR00014,2025-03-25,0.0,Credit Card,TC00042,2025,3,March,1,25,1,Tuesday
TT00659,U01163,CR00015,2025-02-24,285.05,PayPal,TC00040,2025,2,February,1,24,0,Monday
TT00660,U01167,CR00044,2025-06-05,119.04,Credit Card,TC00042,2025,6,June,2,5,3,Thursday
TT00661,U01167,CR00051,2025-03-04,37.89,Credit Card,TC00042,2025,3,March,1,4,1,Tuesday
TT00662,U01170,CR00047,2025-07-09,89.59,PayPal,TC00042,2025,7,July,3,9,2,Wednesday
TT00663,U01170,CR00058,2025-10-02,0.0,Bank Transfer,TC00040,2025,10,October,4,2,3,Thursday
TT00664,U01170,CR00005,2025-06-15,0.0,Credit Card,TC00042,2025,6,June,2,15,6,Sunday
TT00665,U01170,CR00046,2025-12-07,248.1,PayPal,TC00040,2025,12,December,4,7,6,Sunday
TT00666,U01170,CR00007,2025-11-08,0.0,Credit Card,TC00040,2025,11,November,4,8,5,Saturday
TT00667,U01177,CR00058,2025-12-16,0.0,Bank Transfer,TC00042,2025,12,December,4,16,1,Tuesday
TT00668,U01177,CR00047,2025-10-11,89.59,Credit Card,TC00040,2025,10,October,4,11,5,Saturday
TT00669,U01177,CR00006,2025-11-16,276.37,Credit Card,TC00042,2025,11,November,4,16,6,Sunday
TT00670,U01177,CR00020,2025-08-09,0.0,PayPal,TC00040,2025,8,August,3,9,5,Saturday
TT00671,U01180,CR00025,2025-03-07,299.57,PayPal,TC00040,2025,3,March,1,7,4,Friday
TT00672,U01180,CR00024,2025-12-04,117.68,Credit Card,TC00042,2025,12,December,4,4,3,Thursday
TT00673,U01180,CR00021,2025-12-19,0.0,Credit Card,TC00040,2025,12,December,4,19,4,Friday
TT00674,U01180,CR00031,2025-04-06,0.0,Credit Card,TC00040,2025,4,April,2,6,6,Sunday
TT00675,U01197,CR00013,2025-08-19,0.0,PayPal,TC00042,2025,8,August,3,19,1,Tuesday
TT00676,U01197,CR00036,2025-09-14,0.0,PayPal,TC00042,2025,9,September,3,14,6,Sunday
TT00677,U01197,CR00015,2025-01-18,285.05,Bank Transfer,TC00042,2025,1,January,1,18,5,Saturday
TT00678,U01203,CR00028,2025-03-22,0.78,PayPal,TC00042,2025,3,March,1,22,5,Saturday
TT00679,U01203,CR00035,2025-03-08,0.0,Bank Transfer,TC00040,2025,3,March,1,8,5,Saturday
TT00680,U01203,CR00038,2025-10-13,342.61,Credit Card,TC00042,2025,10,October,4,13,0,Monday
TT00681,U01203,CR00031,2025-03-12,0.0,Credit Card,TC00040,2025,3,March,1,12,2,Wednesday
TT00682,U01203,CR00048,2025-05-03,0.0,Bank Transfer,TC00040,2025,5,May,2,3,5,Saturday
TT00683,U01221,CR00028,2025-09-20,0.78,Bank Transfer,TC00042,2025,9,September,3,20,5,Saturday
TT00684,U01221,CR00053,2025-05-11,0.0,Credit Card,TC00040,2025,5,May,2,11,6,Sunday
TT00685,U01221,CR00048,2025-10-15,0.0,PayPal,TC00042,2025,10,October,4,15,2,Wednesday
TT00686,U01221,CR00051,2025-03-17,37.89,Credit Card,TC00040,2025,3,March,1,17,0,Monday
TT00687,U01224,CR00047,2025-08-14,89.59,Bank Transfer,TC00040,2025,8,August,3,14,3,Thursday
TT00688,U01224,CR00015,2025-05-12,285.05,PayPal,TC00042,2025,5,May,2,12,0,Monday
TT00689,U01224,CR00059,2025-04-02,0.0,Credit Card,TC00040,2025,4,April,2,2,2,Wednesday
TT00690,U01231,CR00032,2025-08-12,0.0,Bank Transfer,TC00040,2025,8,August,3,12,1,Tuesday
TT00691,U01231,CR00015,2025-09-12,285.05,Credit Card,TC00042,2025,9,September,3,12,4,Friday
TT00692,U01231,CR00039,2025-08-24,346.71,Credit Card,TC00042,2025,8,August,3,24,6,Sunday
TT00693,U01233,CR00011,2025-04-20,326.02,Credit Card,TC00040,2025,4,April,2,20,6,Sunday
TT00694,U01233,CR00050,2025-05-05,490.9,Bank Transfer,TC00042,2025,5,May,2,5,0,Monday
TT00695,U01233,CR00041,2025-01-17,53.86,Credit Card,TC00040,2025,1,January,1,17,4,Friday
TT00696,U01235,CR00021,2025-01-09,0.0,PayPal,TC00040,2025,1,January,1,9,3,Thursday
TT00697,U01235,CR00055,2025-10-09,57.32,PayPal,TC00040,2025,10,October,4,9,3,Thursday
TT00698,U01235,CR00001,2025-01-20,472.28,Credit Card,TC00040,2025,1,January,1,20,0,Monday
TT00699,U01237,CR00053,2025-08-03,0.0,PayPal,TC00042,2025,8,August,3,3,6,Sunday
TT00700,U01237,CR00006,2025-09-26,276.37,PayPal,TC00042,2025,9,September,3,26,4,Friday
TT00701,U01237,CR00041,2025-02-20,53.86,PayPal,TC00042,2025,2,February,1,20,3,Thursday
TT00702,U01237,CR00001,2025-11-18,472.28,PayPal,TC00042,2025,11,November,4,18,1,Tuesday
TT00703,U01237,CR00025,2025-11-01,299.57,Credit Card,TC00040,2025,11,November,4,1,5,Saturday
TT00704,U01239,CR00009,2025-04-24,0.0,PayPal,TC00042,2025,4,April,2,24,3,Thursday
TT00705,U01239,CR00058,2025-02-09,0.0,Bank Transfer,TC00040,2025,2,February,1,9,6,Sunday
TT00706,U01239,CR00029,2025-08-15,0.0,Bank Transfer,TC00042,2025,8,August,3,15,4,Friday
TT00707,U01239,CR00015,2025-04-08,285.05,PayPal,TC00042,2025,4,April,2,8,1,Tuesday
TT00708,U01244,CR00013,2025-05-01,0.0,PayPal,TC00042,2025,5,May,2,1,3,Thursday
TT00709,U01244,CR00012,2025-12-24,487.92,Bank Transfer,TC00042,2025,12,December,4,24,2,Wednesday
TT00710,U01244,CR00030,2025-12-01,0.0,Credit Card,TC00042,2025,12,December,4,1,0,Monday
TT00711,U01249,CR00015,2025-03-11,285.05,Credit Card,TC00040,2025,3,March,1,11,1,Tuesday
TT00712,U01249,CR00040,2025-03-30,327.99,Credit Card,TC00042,2025,3,March,1,30,6,Sunday
TT00713,U01249,CR00009,2025-05-28,0.0,Credit Card,TC00042,2025,5,May,2,28,2,Wednesday
TT00714,U01249,CR00059,2025-08-14,0.0,PayPal,TC00040,2025,8,August,3,14,3,Thursday
TT00715,U01249,CR00013,2025-07-19,0.0,Bank Transfer,TC00042,2025,7,July,3,19,5,Saturday
TT00716,U01250,CR00022,2025-11-11,0.0,PayPal,TC00040,2025,11,November,4,11,1,Tuesday
TT00717,U01250,CR00056,2025-09-04,212.39,Credit Card,TC00040,2025,9,September,3,4,3,Thursday
TT00718,U01250,CR00006,2025-06-27,276.37,Bank Transfer,TC00042,2025,6,June,2,27,4,Friday
TT00719,U01250,CR00009,2025-04-11,0.0,PayPal,TC00040,2025,4,April,2,11,4,Friday
TT00720,U01250,CR00060,2025-12-27,0.0,PayPal,TC00042,2025,12,December,4,27,5,Saturday
TT00721,U01261,CR00033,2025-03-01,0.0,PayPal,TC00040,2025,3,March,1,1,5,Saturday
TT00722,U01261,CR00060,2025-02-03,0.0,PayPal,TC00040,2025,2,February,1,3,0,Monday
TT00723,U01261,CR00018,2025-10-28,0.0,Credit Card,TC00040,2025,10,October,4,28,1,Tuesday
TT00724,U01266,CR00005,2025-12-29,0.0,Credit Card,TC00042,2025,12,December,4,29,0,Monday
TT00725,U01266,CR00004,2025-01-11,0.0,Bank Transfer,TC00042,2025,1,January,1,11,5,Saturday
TT00726,U01266,CR00024,2025-08-16,117.68,PayPal,TC00042,2025,8,August,3,16,5,Saturday
TT00727,U01266,CR00047,2025-05-01,89.59,Credit Card,TC00042,2025,5,May,2,1,3,Thursday
TT00728,U01266,CR00033,2025-09-24,0.0,Credit Card,TC00040,2025,9,September,3,24,2,Wednesday
TT00729,U01267,CR00053,2025-07-04,0.0,PayPal,TC00040,2025,7,July,3,4,4,Friday
TT00730,U01267,CR00008,2025-12-20,0.0,Bank Transfer,TC00042,2025,12,December,4,20,5,Saturday
TT00731,U01267,CR00049,2025-08-27,415.51,Bank Transfer,TC00040,2025,8,August,3,27,2,Wednesday
TT00732,U01267,CR00010,2025-12-02,0.0,PayPal,TC00042,2025,12,December,4,2,1,Tuesday
TT00733,U01267,CR00005,2025-09-09,0.0,Credit Card,TC00040,2025,9,September,3,9,1,Tuesday
TT00734,U01268,CR00001,2025-01-23,472.28,Bank Transfer,TC00040,2025,1,January,1,23,3,Thursday
TT00735,U01268,CR00021,2025-11-21,0.0,Credit Card,TC00042,2025,11,November,4,21,4,Friday
TT00736,U01268,CR00006,2025-01-24,276.37,PayPal,TC00042,2025,1,January,1,24,4,Friday
TT00737,U01277,CR00010,2025-02-08,0.0,Credit Card,TC00042,2025,2,February,1,8,5,Saturday
TT00738,U01277,CR00033,2025-07-25,0.0,Credit Card,TC00040,2025,7,July,3,25,4,Friday
TT00739,U01277,CR00043,2025-06-15,0.0,PayPal,TC00040,2025,6,June,2,15,6,Sunday
TT00740,U01277,CR00057,2025-02-21,177.34,PayPal,TC00040,2025,2,February,1,21,4,Friday
TT00741,U01280,CR00014,2025-01-06,0.0,Bank Transfer,TC00042,2025,1,January,1,6,0,Monday
TT00742,U01280,CR00027,2025-05-23,0.0,Bank Transfer,TC00042,2025,5,May,2,23,4,Friday
TT00743,U01280,CR00003,2025-03-21,0.0,Credit Card,TC00042,2025,3,March,1,21,4,Friday
TT00744,U01281,CR00022,2025-07-27,0.0,Bank Transfer,TC00040,2025,7,July,3,27,6,Sunday
TT00745,U01281,CR00043,2025-06-20,0.0,Credit Card,TC00042,2025,6,June,2,20,4,Friday
TT00746,U01281,CR00047,2025-01-09,89.59,PayPal,TC00042,2025,1,January,1,9,3,Thursday
TT00747,U01281,CR00010,2025-07-12,0.0,Credit Card,TC00040,2025,7,July,3,12,5,Saturday
TT00748,U01284,CR00012,2025-01-18,487.92,Bank Transfer,TC00042,2025,1,January,1,18,5,Saturday
TT00749,U01284,CR00006,2025-01-24,276.37,Credit Card,TC00042,2025,1,January,1,24,4,Friday
TT00750,U01284,CR00040,2025-01-20,327.99,PayPal,TC00040,2025,1,January,1,20,0,Monday
TT00751,U01284,CR00056,2025-07-21,212.39,Credit Card,TC00040,2025,7,July,3,21,0,Monday
TT00752,U01284,CR00038,2025-04-17,342.61,Bank Transfer,TC00040,2025,4,April,2,17,3,Thursday
TT00753,U01286,CR00059,2025-02-05,0.0,Credit Card,TC00042,2025,2,February,1,5,2,Wednesday
TT00754,U01286,CR00058,2025-10-04,0.0,Bank Transfer,TC00040,2025,10,October,4,4,5,Saturday
TT00755,U01286,CR00015,2025-08-15,285.05,PayPal,TC00042,2025,8,August,3,15,4,Friday
TT00756,U01287,CR00016,2025-10-18,0.0,Bank Transfer,TC00040,2025,10,October,4,18,5,Saturday
TT00757,U01287,CR00049,2025-10-12,415.51,PayPal,TC00040,2025,10,October,4,12,6,Sunday
TT00758,U01287,CR00033,2025-08-02,0.0,PayPal,TC00040,2025,8,August,3,2,5,Saturday
TT00759,U01287,CR00043,2025-02-17,0.0,Bank Transfer,TC00042,2025,2,February,1,17,0,Monday
TT00760,U01290,CR00014,2025-11-18,0.0,Credit Card,TC00040,2025,11,November,4,18,1,Tuesday
TT00761,U01290,CR00030,2025-09-21,0.0,Bank Transfer,TC00042,2025,9,September,3,21,6,Sunday
TT00762,U01290,CR00004,2025-06-28,0.0,PayPal,TC00040,2025,6,June,2,28,5,Saturday
TT00763,U01290,CR00031,2025-01-05,0.0,Credit Card,TC00040,2025,1,January,1,5,6,Sunday
TT00764,U01315,CR00011,2025-11-27,326.02,Bank Transfer,TC00042,2025,11,November,4,27,3,Thursday
TT00765,U01315,CR00057,2025-02-21,177.34,PayPal,TC00042,2025,2,February,1,21,4,Friday
TT00766,U01315,CR00025,2025-08-04,299.57,Credit Card,TC00040,2025,8,August,3,4,0,Monday
TT00767,U01318,CR00050,2025-04-07,490.9,PayPal,TC00042,2025,4,April,2,7,0,Monday
TT00768,U01318,CR00039,2025-05-18,346.71,Bank Transfer,TC00040,2025,5,May,2,18,6,Sunday
TT00769,U01318,CR00010,2025-04-20,0.0,PayPal,TC00042,2025,4,April,2,20,6,Sunday
TT00770,U01321,CR00045,2025-09-24,0.0,PayPal,TC00042,2025,9,September,3,24,2,Wednesday
TT00771,U01321,CR00060,2025-03-09,0.0,Credit Card,TC00040,2025,3,March,1,9,6,Sunday
TT00772,U01321,CR00031,2025-11-05,0.0,Credit Card,TC00040,2025,11,November,4,5,2,Wednesday
TT00773,U01321,CR00028,2025-07-30,0.78,Bank Transfer,TC00042,2025,7,July,3,30,2,Wednesday
TT00774,U01321,CR00001,2025-05-29,472.28,Credit Card,TC00040,2025,5,May,2,29,3,Thursday
TT00775,U01322,CR00019,2025-11-11,0.0,Credit Card,TC00040,2025,11,November,4,11,1,Tuesday
TT00776,U01322,CR00022,2025-04-15,0.0,Credit Card,TC00042,2025,4,April,2,15,1,Tuesday
TT00777,U01322,CR00024,2025-09-17,117.68,PayPal,TC00040,2025,9,September,3,17,2,Wednesday
TT00778,U01322,CR00045,2025-05-13,0.0,Bank Transfer,TC00040,2025,5,May,2,13,1,Tuesday
TT00779,U01331,CR00004,2025-05-26,0.0,Bank Transfer,TC00040,2025,5,May,2,26,0,Monday
TT00780,U01331,CR00021,2025-08-17,0.0,Bank Transfer,TC00042,2025,8,August,3,17,6,Sunday
TT00781,U01331,CR00005,2025-04-01,0.0,Credit Card,TC00042,2025,4,April,2,1,1,Tuesday
TT00782,U01332,CR00019,2025-12-12,0.0,Credit Card,TC00042,2025,12,December,4,12,4,Friday
TT00783,U01332,CR00020,2025-11-12,0.0,PayPal,TC00040,2025,11,November,4,12,2,Wednesday
TT00784,U01332,CR00016,2025-11-16,0.0,PayPal,TC00040,2025,11,November,4,16,6,Sunday
TT00785,U01334,CR00008,2025-06-01,0.0,Bank Transfer,TC00042,2025,6,June,2,1,6,Sunday
TT00786,U01334,CR00013,2025-08-11,0.0,PayPal,TC00040,2025,8,August,3,11,0,Monday
TT00787,U01334,CR00023,2025-09-19,0.0,PayPal,TC00040,2025,9,September,3,19,4,Friday
TT00788,U01334,CR00047,2025-12-05,89.59,Credit Card,TC00042,2025,12,December,4,5,4,Friday
TT00789,U01334,CR00057,2025-11-06,177.34,Credit Card,TC00042,2025,11,November,4,6,3,Thursday
TT00790,U01336,CR00005,2025-06-01,0.0,Bank Transfer,TC00042,2025,6,June,2,1,6,Sunday
TT00791,U01336,CR00023,2025-11-11,0.0,Credit Card,TC00042,2025,11,November,4,11,1,Tuesday
TT00792,U01336,CR00020,2025-10-27,0.0,Credit Card,TC00040,2025,10,October,4,27,0,Monday
TT00793,U01337,CR00051,2025-12-10,37.89,Credit Card,TC00042,2025,12,December,4,10,2,Wednesday
TT00794,U01337,CR00027,2025-07-20,0.0,PayPal,TC00042,2025,7,July,3,20,6,Sunday
TT00795,U01337,CR00028,2025-05-04,0.78,Bank Transfer,TC00042,2025,5,May,2,4,6,Sunday
TT00796,U01337,CR00017,2025-04-05,0.0,Bank Transfer,TC00040,2025,4,April,2,5,5,Saturday
TT00797,U01337,CR00014,2025-11-24,0.0,PayPal,TC00042,2025,11,November,4,24,0,Monday
TT00798,U01343,CR00059,2025-12-25,0.0,Bank Transfer,TC00040,2025,12,December,4,25,3,Thursday
TT00799,U01343,CR00057,2025-05-01,177.34,Bank Transfer,TC00040,2025,5,May,2,1,3,Thursday
TT00800,U01343,CR00002,2025-08-04,0.0,Credit Card,TC00042,2025,8,August,3,4,0,Monday
TT00801,U01343,CR00055,2025-01-27,57.32,PayPal,TC00042,2025,1,January,1,27,0,Monday
TT00802,U01343,CR00034,2025-11-08,394.26,Credit Card,TC00040,2025,11,November,4,8,5,Saturday
TT00803,U01344,CR00036,2025-11-11,0.0,Credit Card,TC00042,2025,11,November,4,11,1,Tuesday
TT00804,U01344,CR00045,2025-01-11,0.0,PayPal,TC00042,2025,1,January,1,11,5,Saturday
TT00805,U01344,CR00008,2025-07-15,0.0,Bank Transfer,TC00042,2025,7,July,3,15,1,Tuesday
TT00806,U01346,CR00045,2025-12-29,0.0,Credit Card,TC00042,2025,12,December,4,29,0,Monday
TT00807,U01346,CR00031,2025-07-26,0.0,PayPal,TC00040,2025,7,July,3,26,5,Saturday
TT00808,U01346,CR00037,2025-08-14,0.0,PayPal,TC00042,2025,8,August,3,14,3,Thursday
TT00809,U01346,CR00028,2025-06-07,0.78,PayPal,TC00042,2025,6,June,2,7,5,Saturday
TT00810,U01346,CR00039,2025-03-25,346.71,Credit Card,TC00040,2025,3,March,1,25,1,Tuesday
TT00811,U01347,CR00026,2025-05-01,0.0,PayPal,TC00042,2025,5,May,2,1,3,Thursday
TT00812,U01347,CR00045,2025-11-07,0.0,Credit Card,TC00040,2025,11,November,4,7,4,Friday
TT00813,U01347,CR00019,2025-07-29,0.0,Credit Card,TC00040,2025,7,July,3,29,1,Tuesday
TT00814,U01350,CR00046,2025-05-20,248.1,Credit Card,TC00040,2025,5,May,2,20,1,Tuesday
TT00815,U01350,CR00015,2025-04-22,285.05,Bank Transfer,TC00042,2025,4,April,2,22,1,Tuesday
TT00816,U01350,CR00009,2025-12-13,0.0,Bank Transfer,TC00040,2025,12,December,4,13,5,Saturday
TT00817,U01350,CR00048,2025-01-29,0.0,PayPal,TC00042,2025,1,January,1,29,2,Wednesday
TT00818,U01352,CR00055,2025-12-14,57.32,PayPal,TC00040,2025,12,December,4,14,6,Sunday
TT00819,U01352,CR00049,2025-05-03,415.51,Credit Card,TC00040,2025,5,May,2,3,5,Saturday
TT00820,U01352,CR00036,2025-07-25,0.0,Credit Card,TC00042,2025,7,July,3,25,4,Friday
TT00821,U01352,CR00003,2025-02-24,0.0,PayPal,TC00042,2025,2,February,1,24,0,Monday
TT00822,U01355,CR00019,2025-02-07,0.0,PayPal,TC00042,2025,2,February,1,7,4,Friday
TT00823,U01355,CR00032,2025-03-13,0.0,Bank Transfer,TC00040,2025,3,March,1,13,3,Thursday
TT00824,U01355,CR00018,2025-10-04,0.0,PayPal,TC00040,2025,10,October,4,4,5,Saturday
TT00825,U01364,CR00049,2025-06-07,415.51,PayPal,TC00040,2025,6,June,2,7,5,Saturday
TT00826,U01364,CR00019,2025-11-30,0.0,Credit Card,TC00040,2025,11,November,4,30,6,Sunday
TT00827,U01364,CR00009,2025-10-17,0.0,Bank Transfer,TC00042,2025,10,October,4,17,4,Friday
TT00828,U01364,CR00056,2025-01-14,212.39,Credit Card,TC00040,2025,1,January,1,14,1,Tuesday
TT00829,U01364,CR00060,2025-12-09,0.0,Credit Card,TC00042,2025,12,December,4,9,1,Tuesday
TT00830,U01365,CR00011,2025-12-21,326.02,Credit Card,TC00040,2025,12,December,4,21,6,Sunday
TT00831,U01365,CR00042,2025-02-25,0.0,Credit Card,TC00042,2025,2,February,1,25,1,Tuesday
TT00832,U01365,CR00031,2025-02-18,0.0,Bank Transfer,TC00040,2025,2,February,1,18,1,Tuesday
TT00833,U01365,CR00052,2025-06-01,0.0,Credit Card,TC00040,2025,6,June,2,1,6,Sunday
TT00834,U01375,CR00025,2025-05-04,299.57,PayPal,TC00042,2025,5,May,2,4,6,Sunday
TT00835,U01375,CR00015,2025-11-25,285.05,Bank Transfer,TC00040,2025,11,November,4,25,1,Tuesday
TT00836,U01375,CR00022,2025-01-29,0.0,Credit Card,TC00042,2025,1,January,1,29,2,Wednesday
TT00837,U01394,CR00022,2025-06-02,0.0,PayPal,TC00042,2025,6,June,2,2,0,Monday
TT00838,U01394,CR00016,2025-11-13,0.0,Credit Card,TC00042,2025,11,November,4,13,3,Thursday
TT00839,U01394,CR00054,2025-07-29,0.0,Bank Transfer,TC00042,2025,7,July,3,29,1,Tuesday
TT00840,U01395,CR00008,2025-04-23,0.0,Credit Card,TC00042,2025,4,April,2,23,2,Wednesday
TT00841,U01395,CR00009,2025-11-05,0.0,PayPal,TC00040,2025,11,November,4,5,2,Wednesday
TT00842,U01395,CR00037,2025-03-14,0.0,Bank Transfer,TC00042,2025,3,March,1,14,4,Friday
TT00843,U01395,CR00015,2025-05-20,285.05,PayPal,TC00040,2025,5,May,2,20,1,Tuesday
TT00844,U01397,CR00047,2025-05-04,89.59,Credit Card,TC00040,2025,5,May,2,4,6,Sunday
TT00845,U01397,CR00033,2025-10-28,0.0,PayPal,TC00040,2025,10,October,4,28,1,Tuesday
TT00846,U01397,CR00051,2025-11-05,37.89,Bank Transfer,TC00040,2025,11,November,4,5,2,Wednesday
TT00847,U01397,CR00024,2025-06-19,117.68,Bank Transfer,TC00042,2025,6,June,2,19,3,Thursday
TT00848,U01397,CR00035,2025-08-20,0.0,Credit Card,TC00040,2025,8,August,3,20,2,Wednesday
TT00849,U01399,CR00028,2025-03-20,0.78,Credit Card,TC00042,2025,3,March,1,20,3,Thursday
TT00850,U01399,CR00003,2025-10-15,0.0,Bank Transfer,TC00040,2025,10,October,4,15,2,Wednesday
TT00851,U01399,CR00055,2025-09-06,57.32,Bank Transfer,TC00042,2025,9,September,3,6,5,Saturday
TT00852,U01399,CR00058,2025-08-09,0.0,Credit Card,TC00040,2025,8,August,3,9,5,Saturday
TT00853,U01399,CR00013,2025-07-21,0.0,Bank Transfer,TC00040,2025,7,July,3,21,0,Monday
TT00854,U01405,CR00053,2025-08-14,0.0,Bank Transfer,TC00040,2025,8,August,3,14,3,Thursday
TT00855,U01405,CR00021,2025-01-06,0.0,Credit Card,TC00042,2025,1,January,1,6,0,Monday
TT00856,U01405,CR00020,2025-09-19,0.0,Bank Transfer,TC00042,2025,9,September,3,19,4,Friday
TT00857,U01411,CR00010,2025-07-26,0.0,Bank Transfer,TC00042,2025,7,July,3,26,5,Saturday
TT00858,U01411,CR00017,2025-11-28,0.0,PayPal,TC00042,2025,11,November,4,28,4,Friday
TT00859,U01411,CR00007,2025-06-16,0.0,Bank Transfer,TC00040,2025,6,June,2,16,0,Monday
TT00860,U01411,CR00042,2025-03-25,0.0,PayPal,TC00042,2025,3,March,1,25,1,Tuesday
TT00861,U01411,CR00026,2025-10-24,0.0,Credit Card,TC00042,2025,10,October,4,24,4,Friday
