CourseID,Year,Month,MonthName,YearMonth,MonthlyEnrollment,MonthlyRevenue,MonthlyTransactionCount,AverageTransactionAmount,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherCount,AvgTeacherExperience,AvgTeacherRating,ExpertiseMatchRate,Quarter,IsQuarterStart,IsQuarterEnd,TimeIndex
CR00012,2025,8,August,2025-08,11,5367.12,11,487.92,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,3,0,0,24308
CR00012,2025,9,September,2025-09,15,7318.8,15,487.92,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,3,0,1,24309
CR00012,2025,10,October,2025-10,20,9758.4,20,487.91999999999996,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,4,1,0,24310
CR00012,2025,11,November,2025-11,11,5367.12,11,487.92,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,4,0,0,24311
CR00012,2025,12,December,2025-12,12,5855.04,12,487.92,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,4,0,1,24312
CR00013,2025,1,January,2025-01,20,0.0,20,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,1,1,0,24301
CR00013,2025,2,February,2025-02,12,0.0,12,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,1,0,0,24302
CR00013,2025,3,March,2025-03,23,0.0,23,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,1,0,1,24303
CR00013,2025,4,April,2025-04,18,0.0,18,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,2,1,0,24304
CR00013,2025,5,May,2025-05,10,0.0,10,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,2,0,0,24305
CR00013,2025,6,June,2025-06,13,0.0,13,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,2,0,1,24306
CR00013,2025,7,July,2025-07,14,0.0,14,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,3,1,0,24307
CR00013,2025,8,August,2025-08,12,0.0,12,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,3,0,0,24308
CR00013,2025,9,September,2025-09,9,0.0,9,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,3,0,1,24309
CR00013,2025,10,October,2025-10,10,0.0,10,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,4,1,0,24310
CR00013,2025,11,November,2025-11,14,0.0,14,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,4,0,0,24311
CR00013,2025,12,December,2025-12,15,0.0,15,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,20,15.935294117647059,3.8742941176470587,0.27647058823529413,4,0,1,24312
CR00014,2025,1,January,2025-01,15,0.0,15,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,1,1,0,24301
CR00014,2025,2,February,2025-02,14,0.0,14,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,1,0,0,24302
CR00014,2025,3,March,2025-03,17,0.0,17,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,1,0,1,24303
CR00014,2025,4,April,2025-04,12,0.0,12,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,2,1,0,24304
CR00014,2025,5,May,2025-05,14,0.0,14,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,2,0,0,24305
CR00014,2025,6,June,2025-06,15,0.0,15,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,2,0,1,24306
CR00014,2025,7,July,2025-07,8,0.0,8,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,3,1,0,24307
CR00014,2025,8,August,2025-08,14,0.0,14,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,3,0,0,24308
CR00014,2025,9,September,2025-09,18,0.0,18,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,3,0,1,24309
CR00014,2025,10,October,2025-10,16,0.0,16,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,4,1,0,24310
CR00014,2025,11,November,2025-11,21,0.0,21,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,4,0,0,24311
CR00014,2025,12,December,2025-12,7,0.0,7,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,4,0,1,24312
CR00015,2025,1,January,2025-01,13,3705.65,13,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,1,1,0,24301
CR00015,2025,2,February,2025-02,11,3135.55,11,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,1,0,0,24302
CR00015,2025,3,March,2025-03,11,3135.55,11,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,1,0,1,24303
CR00015,2025,4,April,2025-04,16,4560.8,16,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,2,1,0,24304
CR00015,2025,5,May,2025-05,14,3990.7000000000003,14,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,2,0,0,24305
CR00015,2025,6,June,2025-06,19,5415.95,19,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,2,0,1,24306
CR00015,2025,7,July,2025-07,13,3705.65,13,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,3,1,0,24307
CR00015,2025,8,August,2025-08,10,2850.5,10,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,3,0,0,24308
CR00015,2025,9,September,2025-09,18,5130.900000000001,18,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,3,0,1,24309
CR00015,2025,10,October,2025-10,13,3705.65,13,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,4,1,0,24310
CR00015,2025,11,November,2025-11,13,3705.65,13,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,4,0,0,24311
CR00015,2025,12,December,2025-12,17,4845.85,17,285.05,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,19,16.708333333333332,4.0042857142857144,0.23214285714285715,4,0,1,24312
CR00016,2025,1,January,2025-01,13,0.0,13,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,1,1,0,24301
CR00016,2025,2,February,2025-02,15,0.0,15,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,1,0,0,24302
CR00016,2025,3,March,2025-03,9,0.0,9,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,1,0,1,24303
CR00016,2025,4,April,2025-04,9,0.0,9,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,2,1,0,24304
CR00016,2025,5,May,2025-05,7,0.0,7,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,2,0,0,24305
CR00016,2025,6,June,2025-06,11,0.0,11,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,2,0,1,24306
CR00016,2025,7,July,2025-07,15,0.0,15,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,3,1,0,24307
CR00016,2025,8,August,2025-08,16,0.0,16,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,3,0,0,24308
CR00016,2025,9,September,2025-09,14,0.0,14,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,3,0,1,24309
CR00016,2025,10,October,2025-10,15,0.0,15,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,4,1,0,24310
CR00016,2025,11,November,2025-11,21,0.0,21,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,4,0,0,24311
CR00016,2025,12,December,2025-12,8,0.0,8,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.10457516339869281,4,0,1,24312
CR00017,2025,1,January,2025-01,15,0.0,15,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,1,1,0,24301
CR00017,2025,2,February,2025-02,17,0.0,17,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,1,0,0,24302
CR00017,2025,3,March,2025-03,11,0.0,11,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,1,0,1,24303
CR00017,2025,4,April,2025-04,11,0.0,11,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,2,1,0,24304
CR00017,2025,5,May,2025-05,7,0.0,7,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,2,0,0,24305
CR00017,2025,6,June,2025-06,16,0.0,16,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,2,0,1,24306
CR00017,2025,7,July,2025-07,8,0.0,8,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,3,1,0,24307
CR00017,2025,8,August,2025-08,18,0.0,18,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,3,0,0,24308
CR00017,2025,9,September,2025-09,18,0.0,18,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,3,0,1,24309
CR00017,2025,10,October,2025-10,10,0.0,10,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,4,1,0,24310
CR00017,2025,11,November,2025-11,14,0.0,14,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,4,0,0,24311
CR00017,2025,12,December,2025-12,13,0.0,13,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.16455696202531644,4,0,1,24312
CR00018,2025,1,January,2025-01,12,0.0,12,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,1,1,0,24301
CR00018,2025,2,February,2025-02,8,0.0,8,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,1,0,0,24302
CR00018,2025,3,March,2025-03,12,0.0,12,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,1,0,1,24303
CR00018,2025,4,April,2025-04,17,0.0,17,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,2,1,0,24304
CR00018,2025,5,May,2025-05,15,0.0,15,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,2,0,0,24305
CR00018,2025,6,June,2025-06,17,0.0,17,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,2,0,1,24306
CR00018,2025,7,July,2025-07,13,0.0,13,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,3,1,0,24307
CR00018,2025,8,August,2025-08,16,0.0,16,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,3,0,0,24308
CR00018,2025,9,September,2025-09,13,0.0,13,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,3,0,1,24309
CR00018,2025,10,October,2025-10,15,0.0,15,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,4,1,0,24310
CR00018,2025,11,November,2025-11,14,0.0,14,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,4,0,0,24311
CR00018,2025,12,December,2025-12,11,0.0,11,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.12883435582822086,4,0,1,24312
CR00019,2025,1,January,2025-01,15,0.0,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,1,1,0,24301
CR00019,2025,2,February,2025-02,9,0.0,9,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,1,0,0,24302
CR00019,2025,3,March,2025-03,15,0.0,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,1,0,1,24303
CR00019,2025,4,April,2025-04,13,0.0,13,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,2,1,0,24304
CR00019,2025,5,May,2025-05,20,0.0,20,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,2,0,0,24305
CR00019,2025,6,June,2025-06,20,0.0,20,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,2,0,1,24306
CR00019,2025,7,July,2025-07,15,0.0,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,3,1,0,24307
CR00019,2025,8,August,2025-08,12,0.0,12,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,3,0,0,24308
CR00019,2025,9,September,2025-09,14,0.0,14,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,3,0,1,24309
CR00019,2025,10,October,2025-10,13,0.0,13,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,4,1,0,24310
CR00019,2025,11,November,2025-11,16,0.0,16,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,4,0,0,24311
CR00019,2025,12,December,2025-12,15,0.0,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.14124293785310735,4,0,1,24312
CR00020,2025,1,January,2025-01,13,0.0,13,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,1,1,0,24301
CR00020,2025,2,February,2025-02,10,0.0,10,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,1,0,0,24302
CR00020,2025,3,March,2025-03,13,0.0,13,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,1,0,1,24303
CR00020,2025,4,April,2025-04,8,0.0,8,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,2,1,0,24304
CR00020,2025,5,May,2025-05,11,0.0,11,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,2,0,0,24305
CR00020,2025,6,June,2025-06,20,0.0,20,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,2,0,1,24306
CR00020,2025,7,July,2025-07,9,0.0,9,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,3,1,0,24307
CR00020,2025,8,August,2025-08,14,0.0,14,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,3,0,0,24308
CR00020,2025,9,September,2025-09,15,0.0,15,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,3,0,1,24309
CR00020,2025,10,October,2025-10,13,0.0,13,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,4,1,0,24310
CR00020,2025,11,November,2025-11,16,0.0,16,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,4,0,0,24311
CR00020,2025,12,December,2025-12,13,0.0,13,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.14838709677419354,4,0,1,24312
CR00021,2025,1,January,2025-01,17,0.0,17,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,1,1,0,24301
CR00021,2025,2,February,2025-02,8,0.0,8,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,1,0,0,24302
CR00021,2025,3,March,2025-03,18,0.0,18,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,1,0,1,24303
CR00021,2025,4,April,2025-04,17,0.0,17,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,2,1,0,24304
CR00021,2025,5,May,2025-05,18,0.0,18,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,2,0,0,24305
CR00021,2025,6,June,2025-06,9,0.0,9,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,2,0,1,24306
CR00021,2025,7,July,2025-07,23,0.0,23,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,3,1,0,24307
CR00021,2025,8,August,2025-08,18,0.0,18,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,3,0,0,24308
CR00021,2025,9,September,2025-09,19,0.0,19,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,3,0,1,24309
CR00021,2025,10,October,2025-10,12,0.0,12,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,4,1,0,24310
CR00021,2025,11,November,2025-11,17,0.0,17,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,4,0,0,24311
CR00021,2025,12,December,2025-12,20,0.0,20,0.0,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.37755102040816324,4,0,1,24312
CR00022,2025,1,January,2025-01,19,0.0,19,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,1,1,0,24301
CR00022,2025,2,February,2025-02,17,0.0,17,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,1,0,0,24302
CR00022,2025,3,March,2025-03,18,0.0,18,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,1,0,1,24303
CR00022,2025,4,April,2025-04,11,0.0,11,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,2,1,0,24304
CR00022,2025,5,May,2025-05,13,0.0,13,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,2,0,0,24305
CR00022,2025,6,June,2025-06,14,0.0,14,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,2,0,1,24306
CR00022,2025,7,July,2025-07,11,0.0,11,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,3,1,0,24307
CR00022,2025,8,August,2025-08,15,0.0,15,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,3,0,0,24308
CR00022,2025,9,September,2025-09,18,0.0,18,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,3,0,1,24309
CR00022,2025,10,October,2025-10,15,0.0,15,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,4,1,0,24310
CR00022,2025,11,November,2025-11,12,0.0,12,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,4,0,0,24311
CR00022,2025,12,December,2025-12,14,0.0,14,0.0,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,4,0,1,24312
CR00023,2025,1,January,2025-01,15,0.0,15,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,1,1,0,24301
CR00023,2025,2,February,2025-02,18,0.0,18,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,1,0,0,24302
CR00023,2025,3,March,2025-03,15,0.0,15,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,1,0,1,24303
CR00023,2025,4,April,2025-04,18,0.0,18,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,2,1,0,24304
CR00023,2025,5,May,2025-05,16,0.0,16,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,2,0,0,24305
CR00023,2025,6,June,2025-06,17,0.0,17,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,2,0,1,24306
CR00023,2025,7,July,2025-07,22,0.0,22,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,3,1,0,24307
CR00023,2025,8,August,2025-08,11,0.0,11,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,3,0,0,24308
CR00023,2025,9,September,2025-09,11,0.0,11,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,3,0,1,24309
CR00023,2025,10,October,2025-10,12,0.0,12,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,4,1,0,24310
CR00023,2025,11,November,2025-11,13,0.0,13,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,4,0,0,24311
CR00023,2025,12,December,2025-12,17,0.0,17,0.0,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,4,0,1,24312
CR00024,2025,1,January,2025-01,9,1059.1200000000001,9,117.68,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,7,16.55421686746988,4.141867469879518,0.3855421686746988,1,1,0,24301
CR00024,2025,2,February,2025-02,10,1176.8000000000002,10,117.68000000000002,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,7,16.55421686746988,4.141867469879518,0.3855421686746988,1,0,0,24302
